_id,ags2,bundesland,ags5,kreis,kr_ein_md,kr_schu_qu,kr_hh_eink_kl1,kr_hh_eink_kl2,kr_hh_eink_kl3,kr_hh_eink_kl4,kr_hh_eink_kl5,kr_hh_eink_kl6,kr_kk_hh,kr_kk_ew
200,08,Baden-Württemberg,08231,Pforzheim,3249,14.6,4662,12110,24049,9658,5954,6297,46488,23152
201,08,Baden-Württemberg,08235,Calw,3187,8.6,9884,10598,17245,13316,12167,13506,52131,25121
202,08,Baden-Württemberg,08236,Enzkreis,3275,7.2,4442,9911,21681,17973,16726,20503,58711,26842
203,08,Baden-Württemberg,08237,Freudenstadt,3396,7.6,6082,6726,13845,9993,8400,9299,55768,25631
204,08,Baden-Württemberg,08311,Freiburg im Breisgau,3471,8.1,3331,15136,34492,26349,22141,18453,44034,22837
205,08,Baden-Württemberg,08315,Breisgau-Hochschwarzwald,3086,7.2,4288,11118,32139,27253,22971,26191,54584,25669
206,08,Baden-Württemberg,08316,Emmendingen,3203,7.1,2357,7685,21100,16853,13375,15087,52766,24244
207,08,Baden-Württemberg,08317,Ortenaukreis,3189,8.3,12895,25424,52818,39411,33680,35367,53179,24630
208,08,Baden-Württemberg,08325,Rottweil,3382,8.0,5893,8666,16054,11989,9804,11709,56933,26096
209,08,Baden-Württemberg,08326,Schwarzwald-Baar-Kreis,3271,9.2,11030,15073,28161,19018,14469,15382,53215,25826
210,08,Baden-Württemberg,08327,Tuttlingen,3493,9.2,3917,7963,17005,12363,10338,11840,59453,26788
211,08,Baden-Württemberg,08335,Konstanz,3267,10.2,7999,18118,37717,28610,24798,29074,51403,26269
212,08,Baden-Württemberg,08336,Lörrach,3382,8.8,4080,12109,29233,21270,18747,24997,58891,28433
213,08,Baden-Württemberg,08337,Waldshut,3117,8.9,5265,10692,22162,15502,12840,15136,55447,26457
214,08,Baden-Württemberg,08415,Reutlingen,3496,7.8,6991,15702,35879,25146,22762,27512,54836,25598
215,08,Baden-Württemberg,08416,Tübingen,3484,6.0,7519,14234,28426,21287,18227,22896,49261,24254
216,08,Baden-Württemberg,08417,Zollernalbkreis,3261,8.3,9863,11324,21269,15557,13505,16950,56876,26572
217,08,Baden-Württemberg,08421,Ulm,3650,8.3,3726,8695,17727,12937,9796,12448,51539,26555
218,08,Baden-Württemberg,08425,Alb-Donau-Kreis,3239,6.3,5834,10115,21591,17332,15887,18493,54107,24504
219,08,Baden-Württemberg,08426,Biberach,3716,6.5,9384,11648,20386,15529,15138,19448,54254,24672
220,08,Baden-Württemberg,08435,Bodenseekreis,3896,7.3,3659,12312,26882,20171,18083,26539,55094,27271
221,08,Baden-Württemberg,08436,Ravensburg,3250,7.0,11890,15218,30745,22604,22356,29355,53701,24867
222,08,Baden-Württemberg,08437,Sigmaringen,3288,9.1,5935,8769,15800,11163,9219,9366,51435,23684
223,09,Freistaat Bayern,09161,Ingolstadt,4635,7.2,4448,8662,16138,10417,10622,17449,50755,25023
224,09,Freistaat Bayern,09162,"München, Landeshauptstadt",4169,9.0,7885,40427,154461,153910,182273,280434,60713,33517
225,09,Freistaat Bayern,09163,"Rosenheim, Stadt",3291,10.3,1909,5212,9933,5932,4657,6046,45541,24142
226,09,Freistaat Bayern,09171,Altötting,3524,6.9,5600,7449,11778,8225,8540,11114,50882,24049
227,09,Freistaat Bayern,09172,Berchtesgadener Land,2923,6.7,4488,9119,13933,7122,7211,10915,46657,23251
228,09,Freistaat Bayern,09173,Bad Tölz-Wolfratshausen,3104,6.7,1241,4716,14573,10650,9700,20747,57089,27504
229,09,Freistaat Bayern,09174,Dachau,3085,6.1,1512,4256,12206,12788,15844,23817,58310,26510
230,09,Freistaat Bayern,09175,Ebersberg,3103,5.8,1202,3584,11619,9860,13081,25674,62036,28079
231,09,Freistaat Bayern,09176,Eichstätt,3219,3.7,2380,4916,10697,10068,12142,18803,57460,25515
232,09,Freistaat Bayern,09177,Erding,2936,6.3,2171,6137,12004,9936,11459,19831,58221,25928
233,09,Freistaat Bayern,09178,Freising,3440,7.0,2722,7220,18746,16834,16521,22700,53428,25153
234,09,Freistaat Bayern,09179,Fürstenfeldbruck,3164,6.5,2411,7898,20114,17222,20453,34243,58379,27242
235,09,Freistaat Bayern,09180,Garmisch-Partenkirchen,2843,7.5,2668,6149,12383,8109,7348,11918,46810,25715
236,09,Freistaat Bayern,09181,Landsberg am Lech,3308,5.7,3286,4487,10196,9029,10774,18917,56870,26798
237,09,Freistaat Bayern,09182,Miesbach,3099,7.2,673,3127,9846,7874,9446,20125,58857,30068
238,09,Freistaat Bayern,09183,Mühldorf a.Inn,3074,7.9,5279,6157,11351,9166,9131,11658,53861,24516
239,09,Freistaat Bayern,09184,"München, Kreis",4227,6.4,817,5153,26632,28581,37630,69032,66852,32016
240,09,Freistaat Bayern,09185,Neuburg-Schrobenhausen,3209,5.4,3187,5294,9570,7356,8017,11705,53919,25008
241,09,Freistaat Bayern,09186,Pfaffenhofen a.d.Ilm,3282,6.3,3180,5028,10367,10170,11423,18908,57932,26690
242,09,Freistaat Bayern,09187,"Rosenheim, Kreis",3023,6.5,5043,13085,25630,19849,22946,38905,55434,26613
243,09,Freistaat Bayern,09188,Starnberg,3656,6.3,650,2117,8497,8504,11684,34210,75824,36430
244,09,Freistaat Bayern,09189,Traunstein,3249,5.9,7788,11484,17023,12862,15076,22826,51401,25236
245,09,Freistaat Bayern,09190,Weilheim-Schongau,3509,6.7,4147,7806,13140,10366,11170,18741,54477,26286
246,09,Freistaat Bayern,09261,"Landshut, Stadt",3140,8.4,3139,7285,9416,5296,4922,7164,49041,24866
247,09,Freistaat Bayern,09262,"Passau, Stadt",3265,9.7,9541,6678,7167,3254,2566,2707,35721,21589
248,09,Freistaat Bayern,09263,Straubing,3007,11.5,2567,4769,6568,3812,3173,4025,44086,22982
249,09,Freistaat Bayern,09271,Deggendorf,3056,7.5,6656,8109,12545,8913,9097,12044,49541,23786
250,09,Freistaat Bayern,09272,Freyung-Grafenau,2773,6.1,5113,4769,9166,7372,6077,6125,46390,22864
251,09,Freistaat Bayern,09273,Kelheim,3094,6.5,3860,5531,11531,9680,10146,13518,54631,24091
252,09,Freistaat Bayern,09274,"Landshut, Kreis",3096,5.6,3750,6013,12881,12456,14849,20848,57773,25580
253,09,Freistaat Bayern,09275,"Passau, Kreis",2749,6.6,12401,10321,19209,15605,15466,17419,48454,22741
254,09,Freistaat Bayern,09276,Regen,2888,6.5,6537,5133,8366,6655,5704,5326,45967,22399
255,09,Freistaat Bayern,09277,Rottal-Inn,2796,6.3,4133,7006,12665,9892,9834,12254,53199,24425
256,09,Freistaat Bayern,09278,Straubing-Bogen,2834,5.3,2950,4363,9737,7885,8509,10975,54949,24138
257,09,Freistaat Bayern,09279,Dingolfing-Landau,3911,6.3,3711,4568,7839,6338,8037,12400,57708,25602
258,09,Freistaat Bayern,09361,Amberg,3416,10.3,2535,4408,6328,3929,2901,3489,40692,22743
259,09,Freistaat Bayern,09362,"Regensburg, Stadt",3676,9.8,8692,15706,27899,16372,9767,11913,40219,23736
260,09,Freistaat Bayern,09363,Weiden i.d.OPf.,2823,11.7,4753,5172,6449,3403,2364,2343,40404,23144
261,09,Freistaat Bayern,09371,Amberg-Sulzbach,3107,6.2,4452,6772,11640,8904,8363,9277,49146,23563
262,09,Freistaat Bayern,09372,Cham,2821,6.0,5946,7319,14613,11025,10015,11637,50228,23763
263,09,Freistaat Bayern,09373,Neumarkt i.d.OPf.,3182,5.4,4350,5919,12652,10770,11534,15716,55957,25340
264,09,Freistaat Bayern,09374,Neustadt a.d.Waldnaab,2942,6.6,5626,6921,12000,8370,6989,7352,46174,23103
265,09,Freistaat Bayern,09375,"Regensburg, Kreis",3111,5.9,5661,9331,17961,15823,17264,23105,54263,24925
266,09,Freistaat Bayern,09376,Schwandorf,2965,7.2,6307,8679,17055,13231,12487,13682,47089,22750
267,09,Freistaat Bayern,09377,Tirschenreuth,2887,5.9,5004,5190,9292,6344,4727,3975,48197,23101
268,09,Freistaat Bayern,09461,"Bamberg, Stadt",3367,8.4,3823,8523,14976,7609,4297,4396,40542,22858
269,09,Freistaat Bayern,09462,"Bayreuth, Stadt",3137,9.8,8134,11280,11474,4337,3152,3670,38624,21716
270,09,Freistaat Bayern,09463,"Coburg, Stadt",3551,9.3,2929,4060,6609,3460,2664,3838,44936,25777
271,09,Freistaat Bayern,09464,"Hof, Stadt",2668,14.1,7763,6107,5479,2059,2012,2371,37586,21154
272,09,Freistaat Bayern,09471,"Bamberg, Kreis",2888,6.1,2598,7232,19064,14800,12036,13658,50733,23921
273,09,Freistaat Bayern,09472,"Bayreuth, Kreis",2849,6.4,5450,6517,12298,8948,7799,8382,49403,23540
274,09,Freistaat Bayern,09473,"Coburg, Kreis",2655,7.7,2771,5835,10925,8421,6333,7705,56571,27383
275,09,Freistaat Bayern,09474,Forchheim,3088,6.2,3515,5510,12074,10083,10082,13571,54159,25557
276,09,Freistaat Bayern,09475,"Hof, Kreis",2698,8.9,8966,8923,12299,7301,5298,4791,46201,23187
277,09,Freistaat Bayern,09476,Kronach,2745,6.9,3625,5502,10425,6520,4280,3125,48182,24167
278,09,Freistaat Bayern,09477,Kulmbach,2956,7.6,4415,5635,9089,5987,4738,5274,50351,24722
279,09,Freistaat Bayern,09478,Lichtenfels,2724,7.3,2995,5041,9194,5868,4618,4572,47834,23129
280,09,Freistaat Bayern,09479,Wunsiedel i.Fichtelgebirge,2887,9.2,8212,7682,9486,5032,3637,3760,45165,23503
281,09,Freistaat Bayern,09561,"Ansbach, Stadt",3171,10.5,2756,4300,6780,3396,2437,3206,42692,23364
282,09,Freistaat Bayern,09562,Erlangen,4633,6.8,7180,11490,18976,9663,7465,10788,43572,25386
283,09,Freistaat Bayern,09563,"Fürth, Stadt",3221,11.8,6864,10920,20148,12668,8565,8626,46282,24417
284,09,Freistaat Bayern,09564,Nürnberg,3470,11.9,53236,53298,73315,42284,29426,35411,42492,23523
285,09,Freistaat Bayern,09565,Schwabach,3011,8.1,2208,2724,4546,3053,2944,4815,54550,27008
286,09,Freistaat Bayern,09571,"Ansbach, Kreis",2865,6.1,4677,9841,23023,16467,13989,16021,53204,24216
287,09,Freistaat Bayern,09572,Erlangen-Höchstadt,3953,5.0,3169,6084,11766,11369,11970,20040,57534,26993
288,09,Freistaat Bayern,09573,"Fürth, Kreis",2862,6.5,4591,6367,13180,9786,9673,13975,53407,26090
289,09,Freistaat Bayern,09574,Nürnberger Land,3143,6.8,4836,10005,18876,14103,14382,19840,55501,26661
290,09,Freistaat Bayern,09575,Neustadt a.d.Aisch-Bad Windsheim,2765,6.8,3539,6153,12994,9066,7216,7992,51396,23893
291,09,Freistaat Bayern,09576,Roth,2975,5.7,3047,5377,13866,11078,10768,14185,55351,25468
292,09,Freistaat Bayern,09577,Weißenburg-Gunzenhausen,3029,7.1,3849,6072,11561,7943,7036,7810,50557,23626
293,09,Freistaat Bayern,09661,"Aschaffenburg, Stadt",3327,10.9,2365,6250,12785,8239,5056,4920,44319,24727
294,09,Freistaat Bayern,09662,"Schweinfurt, Stadt",3962,10.6,4587,7633,8914,3031,2005,2327,41108,21927
295,09,Freistaat Bayern,09663,"Würzburg, Stadt",3317,7.7,7775,18455,26990,10735,6702,7195,41142,25036
296,09,Freistaat Bayern,09671,"Aschaffenburg, Kreis",3070,7.1,2883,8638,22332,17995,16083,18517,51683,25648
297,09,Freistaat Bayern,09672,Bad Kissingen,2887,6.5,6409,8294,13838,8865,6888,7202,47395,23642
298,09,Freistaat Bayern,09673,Rhön-Grabfeld,3117,5.7,2359,4584,10439,6823,6154,6593,51539,23915
299,09,Freistaat Bayern,09674,Haßberge,3128,6.7,2809,5399,11535,8252,5949,6151,48791,23183
300,09,Freistaat Bayern,09675,Kitzingen,3064,6.7,2701,5847,12192,8857,6338,6590,52035,24275
301,09,Freistaat Bayern,09676,Miltenberg,3108,8.2,3277,7937,17880,12855,10150,10474,49751,24180
302,09,Freistaat Bayern,09677,Main-Spessart,3400,5.6,3854,7728,18484,12264,9092,9261,50956,24510
303,09,Freistaat Bayern,09678,"Schweinfurt, Kreis",2709,5.0,3296,7162,14919,10375,8624,9671,51095,23921
304,09,Freistaat Bayern,09679,"Würzburg, Kreis",2980,5.4,5426,9981,20101,15160,13156,15008,50456,24507
305,09,Freistaat Bayern,09761,"Augsburg, Stadt",3550,11.1,19536,35086,53161,25269,15457,14221,37575,20617
306,09,Freistaat Bayern,09762,Kaufbeuren,3064,10.8,1967,3793,6666,3812,2837,3483,45372,23053
307,09,Freistaat Bayern,09763,Kempten (Allgäu),3161,10.0,5017,8438,10421,5056,3641,4208,42675,22699
308,09,Freistaat Bayern,09764,Memmingen,3259,10.2,1633,2797,5967,3953,3043,4614,56430,28160
309,09,Freistaat Bayern,09771,Aichach-Friedberg,2973,5.6,4297,5478,11256,9926,11345,19017,57957,26392
310,09,Freistaat Bayern,09772,"Augsburg, Kreis",2922,6.5,7323,14391,25669,19684,20223,31230,55025,25729
311,09,Freistaat Bayern,09773,Dillingen a.d.Donau,3140,6.6,2000,4481,9794,7839,7982,10686,56524,25043
312,09,Freistaat Bayern,09774,Günzburg,3116,7.4,4009,6357,13392,10346,10139,13227,55153,24952
313,09,Freistaat Bayern,09775,Neu-Ulm,3392,7.3,6624,11214,19882,14850,14073,18468,51711,25121
314,09,Freistaat Bayern,09776,Lindau (Bodensee),3334,7.6,2161,5987,10147,7380,6900,9920,53251,27603
315,09,Freistaat Bayern,09777,Ostallgäu,3231,6.3,6276,9519,14690,10797,11559,15063,50545,24311
316,09,Freistaat Bayern,09778,Unterallgäu,3297,6.1,6295,8176,13553,11087,11793,16119,56037,25841
317,09,Freistaat Bayern,09779,Donau-Ries,3368,5.6,3850,6763,14413,10754,10357,14713,56957,25906
318,09,Freistaat Bayern,09780,Oberallgäu,2978,6.4,7452,12554,18456,11124,11892,18460,49455,25340
319,10,Saarland,10041,Regionalverband Saarbrücken,3431,14.4,30338,37075,52332,26755,16679,14484,36985,19989
320,10,Saarland,10042,Landkreis Merzig-Wadern,3028,9.2,7067,7527,13137,8241,6604,6511,41070,19527
321,10,Saarland,10043,Landkreis Neunkirchen,3190,12.0,12572,12702,18982,10584,6946,6079,40413,20871
322,10,Saarland,10044,Landkreis Saarlouis,3268,9.8,14369,16209,27409,17244,11808,11995,42625,21723
323,10,Saarland,10045,Saarpfalz-Kreis,3494,9.1,13343,10518,18128,11588,9298,9798,45803,23409
324,10,Saarland,10046,Landkreis St. Wendel,3102,7.8,4513,7137,12612,7880,5787,5887,45315,22820
325,11,Berlin,11000,Berlin,3126,12.5,208173,344586,557580,360454,282977,246694,39469,21517
326,12,Brandenburg,12051,Brandenburg an der Havel,2765,15.9,12055,11577,8987,3713,2163,1791,34253,19116
327,12,Brandenburg,12052,Cottbus,2653,11.6,16894,16278,12724,5374,3494,2057,35224,20079
328,12,Brandenburg,12053,Frankfurt (Oder),2692,12.7,8003,10595,7924,2199,1426,1000,35313,19046
329,12,Brandenburg,12054,Potsdam,2979,8.8,6163,14999,32001,17980,12217,11107,41205,21585
330,12,Brandenburg,12060,Barnim,2402,9.5,19294,15301,18747,12413,10699,12355,44132,21158
331,12,Brandenburg,12061,Dahme-Spreewald,2518,9.4,13400,13538,20699,12837,10400,11671,44953,21726
332,12,Brandenburg,12062,Elbe-Elster,2215,9.0,12074,11522,14959,6920,4049,2242,39334,19996
333,12,Brandenburg,12063,Havelland,2227,10.3,14862,11500,17638,10987,9829,12406,44495,21080
334,12,Brandenburg,12064,Märkisch-Oderland,2408,9.8,17293,17495,23857,14157,11161,11703,43422,21221
335,12,Brandenburg,12065,Oberhavel,2591,9.6,19412,16333,24622,14942,12640,16445,44606,21871
336,12,Brandenburg,12066,Oberspreewald-Lausitz,2490,9.5,14721,14024,12734,7009,5034,3719,39774,20816
337,12,Brandenburg,12067,Oder-Spree,2532,9.5,20369,17371,23400,13320,9253,7705,41894,21419
338,12,Brandenburg,12068,Ostprignitz-Ruppin,2310,12.5,13667,11525,12044,6522,4538,3560,37827,19841
339,12,Brandenburg,12069,Potsdam-Mittelmark,2479,7.6,10062,14832,23449,14707,13120,20439,53050,23665
340,12,Brandenburg,12070,Prignitz,2239,11.5,15673,9498,9918,4651,3042,1805,34374,20124
341,12,Brandenburg,12071,Spree-Neiße,2532,9.5,14519,11285,14757,8573,5742,3983,41414,21435
342,12,Brandenburg,12072,Teltow-Fläming,2441,10.5,16562,14286,19556,11485,9175,10103,43352,20699
343,12,Brandenburg,12073,Uckermark,2334,10.4,17939,14916,15488,7121,4813,2934,36395,19341
344,13,Mecklenburg-Vorpommern,13003,"Rostock, Hansestadt",2763,10.8,25791,34297,34569,12349,7031,6009,34090,19563
345,13,Mecklenburg-Vorpommern,13004,"Schwerin, Landeshauptstadt",2795,13.5,13192,15610,14112,5479,3138,2700,36151,20496
346,13,Mecklenburg-Vorpommern,13071,Mecklenburgische Seenplatte,2325,10.4,34981,30624,31490,15973,11854,8893,38731,20083
347,13,Mecklenburg-Vorpommern,13072,Landkreis Rostock,2239,9.9,19164,17930,24887,15738,13082,11793,44358,21089
348,13,Mecklenburg-Vorpommern,13073,Vorpommern-Rügen,2194,10.9,26381,27157,30054,15622,11335,8775,38026,20193
349,13,Mecklenburg-Vorpommern,13074,Nordwestmecklenburg,2495,10.5,21068,15417,17063,9686,8665,8773,39611,20312
350,13,Mecklenburg-Vorpommern,13075,Vorpommern-Greifswald,2244,9.7,32583,30550,30336,14451,9561,7527,36330,19274
351,13,Mecklenburg-Vorpommern,13076,Ludwigslust-Parchim,2295,10.1,22407,20928,26617,15220,11149,8698,42416,21034
352,14,Sachsen,14511,Chemnitz,2633,11.6,41308,42829,38815,10997,6379,5393,35811,21185
353,14,Sachsen,14521,Erzgebirgskreis,2191,8.2,34804,38503,52600,25866,13837,7428,41641,21512
354,14,Sachsen,14522,Mittelsachsen,2243,9.4,32389,36462,43645,20896,13065,8183,42381,21551
355,14,Sachsen,14523,Vogtlandkreis,2241,10.5,32350,30099,33614,12809,7809,5633,39601,21433
356,14,Sachsen,14524,Zwickau,2484,10.0,39666,41554,47280,19816,12041,8843,41143,22100
357,14,Sachsen,14612,Dresden,2987,9.4,70328,77358,67388,38497,27746,22915,37912,20716
358,14,Sachsen,14625,Bautzen,2283,8.2,28414,30922,42210,22013,13709,9674,43945,21542
359,14,Sachsen,14626,Görlitz,2183,8.9,34744,34908,36389,14385,8714,5217,38463,20448
360,14,Sachsen,14627,Meißen,2418,9.1,24714,26555,32210,16699,12133,11008,43461,22173
361,14,Sachsen,14628,Sächsische Schweiz-Osterzgebirge,2298,8.4,24323,26016,33751,18537,11594,9586,43018,21687
362,14,Sachsen,14713,"Leipzig, Stadt",2807,13.2,83650,70923,84375,44271,29362,18963,34451,19257
363,14,Sachsen,14729,"Leipzig, Kreis",2275,10.0,25372,24919,33523,18696,13585,12433,45302,22556
364,14,Sachsen,14730,Nordsachsen,2371,11.2,22520,22278,27164,13541,8907,6720,41244,21093
365,15,Sachsen-Anhalt,15001,Dessau-Roßlau,2664,12.9,14105,13042,9630,3519,2649,2528,37343,21199
366,15,Sachsen-Anhalt,15002,Halle (Saale),2806,16.4,36402,44126,33007,11659,5698,3934,32817,18531
367,15,Sachsen-Anhalt,15003,Magdeburg,2760,14.7,36453,39130,33502,10694,6601,5836,35389,19696
368,15,Sachsen-Anhalt,15081,Altmarkkreis Salzwedel,2266,12.4,8285,7160,10658,6046,4581,3194,43869,21057
369,15,Sachsen-Anhalt,15082,Anhalt-Bitterfeld,2321,12.6,24141,19663,20172,10147,6870,4707,38064,20583
370,15,Sachsen-Anhalt,15083,Börde,2513,10.7,15871,16837,22944,12775,9149,6662,43876,21624
371,15,Sachsen-Anhalt,15084,Burgenlandkreis,2383,11.6,24494,22226,23763,11261,7688,5140,39020,20633
372,15,Sachsen-Anhalt,15085,Harz,2450,12.6,31559,24913,28877,14391,9350,6396,38504,20846
373,15,Sachsen-Anhalt,15086,Jerichower Land,2352,12.0,9063,8762,11730,6363,4710,3400,43597,21426
374,15,Sachsen-Anhalt,15087,Mansfeld-Südharz,2324,12.4,18557,18226,18225,8094,5198,2913,38134,20124
375,15,Sachsen-Anhalt,15088,Saalekreis,2528,11.7,22034,18912,23937,13528,9902,7082,41447,21510
376,15,Sachsen-Anhalt,15089,Salzlandkreis,2449,13.1,27232,24082,25420,12306,7227,4449,37693,20073
377,15,Sachsen-Anhalt,15090,Stendal,2358,12.6,13226,13933,15471,6961,4260,2715,39107,19895
378,15,Sachsen-Anhalt,15091,Wittenberg,2293,10.6,16694,14412,17161,7946,5304,3763,40383,21098
379,16,Thüringen,16051,Erfurt,2679,11.1,22664,30285,31337,15038,8633,7094,37193,19997
380,16,Thüringen,16052,Gera,2390,11.8,16095,15552,13262,3668,2288,2267,36088,20590
381,16,Thüringen,16053,Jena,3066,5.9,11977,14362,13828,9585,5541,4414,36569,19610
382,16,Thüringen,16054,Suhl,2540,10.7,7182,4775,4429,1985,1413,1052,38977,22075
383,16,Thüringen,16055,Weimar,2902,10.7,6903,7350,9664,5278,2585,2386,37537,19661
384,16,Thüringen,16056,Eisenach,2721,12.1,6031,5888,5666,2459,1431,1203,38215,20512
385,16,Thüringen,16061,Eichsfeld,2360,6.4,6012,7900,15539,8376,4922,2929,45789,20914
386,16,Thüringen,16062,Nordhausen,2467,10.3,12031,10899,12051,4661,2801,1905,37259,19809
387,16,Thüringen,16063,Wartburgkreis,2514,8.1,7981,10703,19089,9800,6018,3644,46803,22516
388,16,Thüringen,16064,Unstrut-Hainich-Kreis,2242,10.0,10702,11968,15013,6282,4047,2679,40006,19837
389,16,Thüringen,16065,Kyffhäuserkreis,2427,11.5,10417,8230,9913,4929,3216,1801,37613,19516
390,16,Thüringen,16066,Schmalkalden-Meiningen,2352,9.6,12838,13477,18516,8953,5607,3705,42231,21331
391,16,Thüringen,16067,Gotha,2468,10.5,14856,15591,20849,8956,5345,3513,39837,20408
392,16,Thüringen,16068,Sömmerda,2388,9.5,6757,6985,9441,5077,3461,2094,41741,20330
393,16,Thüringen,16069,Hildburghausen,2311,8.4,3823,5257,9729,5273,3119,2011,46381,21439
394,16,Thüringen,16070,Ilm-Kreis,2509,9.5,14834,14306,14284,6354,4318,3231,38004,20505
395,16,Thüringen,16071,Weimarer Land,2372,9.5,7555,7538,11418,6209,4283,2921,42196,20505
396,16,Thüringen,16072,Sonneberg,2362,8.9,6673,6781,8595,3821,2395,1530,41410,21377
397,16,Thüringen,16073,Saalfeld-Rudolstadt,2466,8.3,13168,11840,15216,7280,4716,3086,39934,21401
398,16,Thüringen,16074,Saale-Holzland-Kreis,2288,7.6,6760,8276,11600,6398,4254,2697,43470,20954
399,16,Thüringen,16075,Saale-Orla-Kreis,2253,7.6,8286,9348,12442,5455,3118,1890,40999,20695
400,16,Thüringen,16076,Greiz,2233,7.8,11346,12277,14394,6281,3931,2493,41175,21443
401,16,Thüringen,16077,Altenburger Land,2218,9.0,11365,12196,13095,5695,3193,1890,39295,20851
